userId,isNew,cityId,purchaseDate,isTestDrive,closeDate
723049,1,27,2019-08-03,0,2019-09-17
287032,1,2,2019-08-03,1,
723685,0,2,2019-08-01,0,
440965,0,13,2019-08-02,0,
670433,0,14,2019-08-02,0,
266575,1,14,2019-08-02,0,
474892,1,14,2019-08-02,1,
749416,0,15,2019-08-02,0,
468247,1,15,2019-08-01,0,
336354,1,16,2019-08-04,0,
574824,1,16,2019-08-03,1,
110239,1,16,2019-08-02,0,
788610,1,16,2019-08-01,0,
340393,0,16,2019-08-03,0,
752092,0,16,2019-08-03,0,
849001,1,17,2019-08-03,0,
706009,0,3,2019-08-03,0,
613535,0,4,2019-08-03,0,
273824,1,5,2019-08-03,0,
882310,0,19,2019-08-02,0,
219924,1,7,2019-08-03,0,
449231,1,7,2019-08-04,0,
428338,1,7,2019-08-04,0,
625785,0,21,2019-08-03,0,
714477,0,32,2019-08-01,0,2020-02-01
393945,0,22,2019-08-02,0,
467672,0,8,2019-08-02,0,
682223,1,23,2019-08-02,0,
779747,0,23,2019-08-02,1,
885902,0,23,2019-08-04,0,
885902,0,23,2019-08-04,0,
797062,1,24,2019-08-03,0,
369641,0,33,2019-08-04,0,
379804,1,26,2019-08-04,0,
720020,1,26,2019-08-02,0,
729633,1,9,2019-08-03,0,2019-10-01
549849,0,9,2019-08-04,0,
343455,1,9,2019-08-03,0,
778695,0,10,2019-08-04,0,
380013,0,11,2019-08-03,0,
380013,0,11,2019-08-03,0,
296589,0,11,2019-08-02,0,
681764,1,11,2019-08-01,0,
574215,0,11,2019-08-01,0,
478977,1,11,2019-08-03,0,
625703,1,11,2019-08-04,0,
894599,0,11,2019-08-03,0,
387757,0,11,2019-08-03,0,
397048,0,11,2019-08-02,0,
176618,1,11,2019-08-02,0,
151350,1,11,2019-08-03,0,
317253,1,11,2019-08-01,0,
132310,1,12,2019-08-04,0,
779812,0,12,2019-08-03,0,
503436,1,14,2019-08-03,1,2020-02-01
257657,1,15,2019-08-02,0,
427816,0,15,2019-08-02,0,
152943,0,16,2019-08-05,0,2020-01-27
833310,1,16,2019-08-04,0,
555154,1,17,2019-08-03,0,
159096,1,17,2019-08-03,0,
449297,1,3,2019-08-01,0,
517442,1,3,2019-08-04,0,
226186,1,34,2019-08-04,0,
441705,0,34,2019-08-05,0,
315757,1,34,2019-08-02,0,
150840,0,34,2019-08-04,0,
269519,1,4,2019-08-02,0,
517491,1,4,2019-08-02,0,
517491,1,4,2019-08-02,0,
505429,1,4,2019-08-02,0,2019-12-01
775138,1,4,2019-08-02,0,2019-12-14
375703,1,5,2019-08-05,0,2020-02-01
448749,0,18,2019-08-05,1,
529225,1,18,2019-08-02,0,
699361,1,19,2019-08-04,0,
448614,0,20,2019-08-04,0,
385990,0,20,2019-08-02,0,
388121,1,20,2019-08-05,0,
782105,1,7,2019-08-04,0,
782105,1,7,2019-08-04,0,
782105,1,7,2019-08-04,0,
863930,0,7,2019-08-04,0,
347855,1,21,2019-08-04,1,
682699,1,21,2019-08-02,0,
661397,0,32,2019-08-05,0,
163383,0,8,2019-08-05,0,
105416,0,8,2019-08-04,0,
649811,1,8,2019-08-02,0,2019-11-17
311803,0,8,2019-08-05,0,
668070,0,8,2019-08-04,0,
377109,1,23,2019-08-03,0,
294524,0,23,2019-08-05,0,
763291,0,33,2019-08-03,0,
268521,1,26,2019-08-03,0,
599567,1,26,2019-08-03,0,
548803,1,26,2019-08-04,0,
548370,1,9,2019-08-02,0,
127682,1,9,2019-08-05,0,
262074,0,10,2019-08-03,0,
314916,0,10,2019-08-04,0,
617203,0,10,2019-08-04,0,
563548,0,10,2019-08-03,0,
432744,0,10,2019-08-04,0,
628474,1,11,2019-08-04,0,
314771,1,11,2019-08-04,0,
642575,0,11,2019-08-05,0,
818538,0,11,2019-08-05,0,
696402,0,11,2019-08-02,0,
840877,0,11,2019-08-05,0,
283814,0,12,2019-08-04,0,2019-10-20
845715,0,12,2019-08-04,0,
584072,1,27,2019-08-04,1,
316032,1,27,2019-08-04,1,
295364,1,28,2019-08-02,0,2019-12-05
396049,0,28,2019-08-04,0,
374202,0,13,2019-08-04,0,
218376,0,13,2019-08-03,0,
161301,1,14,2019-08-04,0,
880691,1,1,2019-08-02,0,2019-09-05
562034,0,1,2019-08-03,1,
698272,0,15,2019-08-05,0,
773203,0,15,2019-08-03,0,
459572,1,15,2019-08-03,0,
197568,0,15,2019-08-05,0,
657566,0,16,2019-08-05,0,
690903,1,16,2019-08-04,0,
680346,1,16,2019-08-05,0,2020-01-03
601616,0,16,2019-08-05,0,
803280,1,17,2019-08-06,0,
749190,1,17,2019-08-06,0,
437664,1,3,2019-08-05,0,2019-11-11
217664,1,3,2019-08-05,0,
537344,1,34,2019-08-06,0,
707723,1,4,2019-08-01,0,
554270,1,4,2019-08-02,0,
654214,0,4,2019-08-05,0,
276364,0,4,2019-08-05,0,
143862,0,4,2019-08-01,0,
682966,1,4,2019-08-04,0,
155829,1,4,2019-08-03,1,
357479,0,5,2019-08-06,0,
311893,0,5,2019-08-05,0,
850206,1,18,2019-08-06,0,
122469,0,18,2019-08-05,0,
436341,1,18,2019-08-05,0,
436341,1,18,2019-08-05,0,
170470,1,7,2019-08-04,0,
768185,0,7,2019-08-05,0,
294227,0,7,2019-08-06,0,
853084,1,22,2019-08-06,1,
644553,0,22,2019-08-06,0,
575231,0,8,2019-08-04,0,
220149,1,8,2019-08-03,0,2019-08-07
515725,1,8,2019-08-05,0,
116201,0,8,2019-08-06,0,
327781,0,8,2019-08-06,0,
454986,0,8,2019-08-05,0,
509241,0,8,2019-08-04,0,
510503,1,23,2019-08-04,0,2020-02-01
216883,0,23,2019-08-05,1,
103180,0,23,2019-08-06,0,2020-01-01
603896,0,24,2019-08-05,0,
256648,1,25,2019-08-04,0,
289016,1,26,2019-08-05,0,
577401,1,26,2019-08-05,0,
475362,0,26,2019-08-05,0,
763342,0,26,2019-08-06,0,
782151,0,9,2019-08-05,0,
551958,1,9,2019-08-05,0,
664685,1,9,2019-08-05,0,
156925,0,10,2019-08-05,0,
410399,1,10,2019-08-05,0,
110456,1,10,2019-08-05,0,
300294,1,11,2019-08-06,1,
340940,1,11,2019-08-05,0,
302696,1,11,2019-08-02,0,2019-11-01
852421,1,11,2019-08-06,0,
145990,1,11,2019-08-05,0,2020-01-08
524155,0,12,2019-08-03,0,
625339,0,12,2019-08-04,0,
322614,0,12,2019-08-05,0,
405722,0,12,2019-08-06,1,2019-09-30
867464,1,27,2019-08-05,0,2019-10-01
670483,0,27,2019-08-04,0,
874500,1,27,2019-08-05,0,
513518,1,28,2019-08-02,0,
766393,1,28,2019-08-04,0,
825874,1,28,2019-08-02,0,
837278,1,28,2019-08-02,0,
555947,1,2,2019-08-03,0,
416802,1,2,2019-08-03,0,
376045,1,13,2019-08-05,0,
343002,0,13,2019-08-05,0,
732019,0,13,2019-08-05,0,
744261,0,13,2019-08-04,0,
326326,1,14,2019-08-03,0,
557138,1,14,2019-08-01,0,
855559,1,14,2019-08-06,0,
855559,1,14,2019-08-06,0,
717509,1,14,2019-08-03,0,2019-09-01
717509,1,14,2019-08-03,0,2019-09-01
348220,1,14,2019-08-06,0,
559984,0,1,2019-08-05,0,
181984,1,1,2019-08-04,0,
247115,1,1,2019-08-05,0,
502733,0,1,2019-08-05,0,
750422,1,1,2019-08-06,1,2020-02-01
783068,0,15,2019-08-05,0,
348160,1,16,2019-08-06,0,
489815,1,16,2019-08-07,0,
154781,1,16,2019-08-06,0,
834009,0,16,2019-08-06,0,
468903,0,16,2019-08-06,0,
190569,0,17,2019-08-06,0,
190569,0,17,2019-08-06,0,
282811,0,3,2019-08-07,0,
211331,1,3,2019-08-06,0,
211331,1,3,2019-08-06,0,
326016,1,3,2019-08-03,0,
154927,1,4,2019-08-05,0,
498530,0,4,2019-08-05,0,
498530,0,4,2019-08-05,0,
548688,1,4,2019-08-05,0,
861062,1,4,2019-08-04,0,
536279,1,4,2019-08-04,0,
455863,0,4,2019-08-06,0,
817003,0,4,2019-08-07,0,
836884,1,4,2019-08-02,0,
116346,0,5,2019-08-05,0,
436076,0,18,2019-08-04,0,
714073,1,18,2019-08-06,0,
521536,1,18,2019-08-06,0,
821713,0,18,2019-08-07,0,
395311,0,18,2019-08-05,0,
863264,1,18,2019-08-07,0,
116404,0,18,2019-08-06,0,
833024,0,19,2019-08-06,0,
713031,1,19,2019-08-06,0,
652105,0,6,2019-08-05,0,
124039,0,6,2019-08-07,0,
819817,1,31,2019-08-03,0,
684720,0,22,2019-08-06,0,
139053,0,8,2019-08-07,0,
532448,1,8,2019-08-06,0,
532448,1,8,2019-08-06,0,
532448,1,8,2019-08-06,0,
122325,0,8,2019-08-07,0,
215296,0,8,2019-08-06,0,
168161,0,8,2019-08-07,0,
104747,0,8,2019-08-06,0,
630704,0,8,2019-08-03,0,
179011,1,23,2019-08-06,1,
658725,1,23,2019-08-06,0,2020-02-01
811423,0,23,2019-08-06,0,
836325,0,23,2019-08-05,0,
200824,0,23,2019-08-07,1,
785155,0,23,2019-08-07,0,
778957,0,24,2019-08-03,1,
324585,1,25,2019-08-05,0,
213930,1,26,2019-08-06,0,
485695,1,26,2019-08-06,0,
220356,1,26,2019-08-07,0,
626513,1,26,2019-08-07,1,
875462,0,26,2019-08-07,0,
875462,0,26,2019-08-07,0,
319497,1,26,2019-08-07,0,
550926,0,9,2019-08-07,0,
550926,0,9,2019-08-07,0,
418413,0,10,2019-08-06,0,
183190,1,10,2019-08-06,0,
523229,1,11,2019-08-06,0,
234013,0,11,2019-08-06,0,
234013,0,11,2019-08-06,0,
100734,1,11,2019-08-02,1,
544814,1,11,2019-08-04,0,
741107,0,11,2019-08-06,0,
443178,0,11,2019-08-05,0,
235760,0,11,2019-08-06,0,
354284,0,11,2019-08-06,0,
186749,0,11,2019-08-07,0,
247990,1,11,2019-08-06,1,
682499,1,11,2019-08-06,0,
159708,1,12,2019-08-04,1,
599045,0,12,2019-08-05,1,
250602,0,12,2019-08-02,0,
874446,1,12,2019-08-05,0,
868283,1,27,2019-08-03,0,
870766,1,27,2019-08-06,0,
427594,0,27,2019-08-02,0,
862158,0,27,2019-08-06,0,
603566,1,27,2019-08-06,0,
533026,1,28,2019-08-02,1,
184826,1,28,2019-08-02,0,2019-12-16
808462,1,28,2019-08-04,0,
770167,0,2,2019-08-05,0,
336163,1,2,2019-08-07,0,
650627,1,2,2019-08-07,0,
635328,1,2,2019-08-07,1,
145827,1,2,2019-08-06,0,
538744,0,2,2019-08-06,0,
640777,0,13,2019-08-07,0,
177209,1,13,2019-08-07,0,
669853,0,13,2019-08-07,0,
326573,1,14,2019-08-06,0,
726415,0,14,2019-08-05,0,
681366,0,14,2019-08-07,0,
862564,0,15,2019-08-05,0,
630955,0,15,2019-08-03,0,
501744,1,15,2019-08-05,0,
415264,1,15,2019-08-05,0,
877089,1,15,2019-08-06,0,
839166,1,15,2019-08-06,0,
832437,0,15,2019-08-05,0,
349190,1,16,2019-08-08,0,
349190,1,16,2019-08-08,0,
737164,1,16,2019-08-07,0,
757441,0,16,2019-08-07,0,
808769,0,16,2019-08-07,0,
485443,1,17,2019-08-07,0,
359730,1,17,2019-08-07,0,
627807,0,3,2019-08-07,0,
763660,1,3,2019-08-07,0,
426036,1,3,2019-08-07,0,
314780,1,3,2019-08-07,0,
671369,0,3,2019-08-07,0,
286755,0,3,2019-08-08,0,
546880,1,4,2019-08-06,0,
401649,1,4,2019-08-06,0,
209130,0,4,2019-08-08,1,
240953,1,4,2019-08-06,0,
365891,1,4,2019-08-05,0,
792324,0,4,2019-08-05,0,
696711,1,4,2019-08-05,0,
574860,1,4,2019-08-05,0,
423986,0,4,2019-08-07,0,
153721,0,4,2019-08-07,0,
477290,1,4,2019-08-05,0,
152956,1,4,2019-08-06,0,
244852,1,5,2019-08-07,0,
244852,1,5,2019-08-07,0,
227040,1,5,2019-08-04,0,
358095,1,5,2019-08-07,1,
339552,1,5,2019-08-07,0,
459978,0,5,2019-08-05,0,2019-08-10
380551,0,5,2019-08-08,0,2019-08-14
380551,0,5,2019-08-08,0,2019-08-14
133822,1,5,2019-08-06,0,
230679,0,18,2019-08-08,0,
230679,0,18,2019-08-08,0,
583835,1,18,2019-08-08,0,
549561,1,18,2019-08-07,1,
510916,1,6,2019-08-07,0,
252377,0,31,2019-08-01,0,
791986,1,31,2019-08-05,0,
533645,0,32,2019-08-06,0,
868757,0,32,2019-08-08,0,
478431,0,32,2019-08-08,0,
246928,1,22,2019-08-06,0,
183416,0,22,2019-08-06,0,
499649,0,22,2019-08-06,0,
319087,1,8,2019-08-05,0,
699229,0,8,2019-08-07,0,
715042,0,8,2019-08-07,0,
772281,0,8,2019-08-07,0,
799235,0,8,2019-08-06,0,
398440,1,8,2019-08-06,0,
311321,0,8,2019-08-03,1,2020-01-09
742443,1,8,2019-08-08,0,
144918,0,8,2019-08-07,0,
773947,0,23,2019-08-08,0,
484941,0,23,2019-08-08,0,
498906,0,33,2019-08-06,0,
223785,0,33,2019-08-07,0,
680407,0,33,2019-08-06,0,
405372,0,25,2019-08-06,0,
332613,1,25,2019-08-07,0,2019-11-09
332613,1,25,2019-08-07,0,2019-11-09
332613,1,25,2019-08-07,0,2019-11-09
598561,0,26,2019-08-08,0,
870850,1,26,2019-08-08,0,
365458,1,26,2019-08-07,0,
674016,1,9,2019-08-07,0,
589524,0,9,2019-08-07,0,
691941,0,10,2019-08-08,0,
474955,0,10,2019-08-08,0,
240261,0,10,2019-08-07,0,
784011,1,10,2019-08-02,0,
425812,1,11,2019-08-08,0,
165539,0,11,2019-08-05,0,
503853,1,11,2019-08-03,0,
229441,1,11,2019-08-04,0,
594648,1,11,2019-08-03,0,
702110,0,11,2019-08-07,0,
479778,1,11,2019-08-03,0,
515625,0,11,2019-08-08,0,
485214,0,11,2019-08-08,0,
102838,1,11,2019-08-08,0,
576228,0,11,2019-08-08,0,
183616,1,12,2019-08-07,0,
328135,1,12,2019-08-02,0,
209181,1,12,2019-08-07,0,
306246,1,12,2019-08-06,0,
429660,0,12,2019-08-08,0,
135186,0,12,2019-08-07,0,
341210,1,12,2019-08-08,0,
718882,0,12,2019-08-07,0,
384495,0,12,2019-08-07,0,
614954,1,27,2019-08-06,0,
805528,1,27,2019-08-06,0,
339654,1,27,2019-08-07,0,
355063,1,28,2019-08-08,1,
856315,1,28,2019-08-03,0,
625561,1,28,2019-08-02,1,2019-11-15
430251,0,2,2019-08-08,1,
647258,1,13,2019-08-06,0,
883095,0,14,2019-08-08,0,
284474,1,14,2019-08-07,0,2020-01-26
269105,1,14,2019-08-08,0,
291803,1,14,2019-08-07,0,
428222,0,14,2019-08-08,0,2019-08-28
428222,0,14,2019-08-08,0,2019-08-28
648802,0,1,2019-08-07,0,
648802,0,1,2019-08-07,0,
372529,0,29,2019-08-07,0,
183393,1,15,2019-08-06,0,
584303,0,16,2019-08-08,0,
798690,0,17,2019-08-08,0,
627872,0,17,2019-08-08,0,
680948,1,17,2019-08-09,1,
539474,0,17,2019-08-08,1,
666086,1,3,2019-08-09,0,
809899,0,3,2019-08-08,0,
573440,1,4,2019-08-05,0,
106761,1,4,2019-08-02,0,
196942,1,4,2019-08-07,0,
451975,1,4,2019-08-06,0,
631718,0,5,2019-08-08,0,
881832,1,18,2019-08-09,0,
367608,1,18,2019-08-08,0,
601047,1,18,2019-08-09,0,
318318,1,6,2019-08-07,0,
702726,0,20,2019-08-08,0,
774792,0,20,2019-08-09,0,
717669,0,20,2019-08-09,0,
855439,0,20,2019-08-08,0,
708995,0,20,2019-08-07,0,
773348,0,20,2019-08-09,0,
130907,0,7,2019-08-08,0,
633056,1,7,2019-08-08,0,
275753,0,7,2019-08-08,0,
387002,1,31,2019-08-05,0,
176283,1,22,2019-08-07,0,
729829,0,22,2019-08-07,0,
127621,0,22,2019-08-08,0,
278029,0,8,2019-08-09,0,
123938,0,8,2019-08-09,0,
341189,0,8,2019-08-09,0,
484915,1,8,2019-08-08,0,
795340,0,8,2019-08-09,0,
488518,1,23,2019-08-08,1,
223587,0,23,2019-08-09,0,
818807,1,23,2019-08-07,0,
821265,0,23,2019-08-09,0,
461981,0,23,2019-08-07,0,
737267,1,23,2019-08-08,0,
761456,0,23,2019-08-08,0,
551323,0,23,2019-08-08,1,
577623,0,23,2019-08-08,0,
566307,1,24,2019-08-08,0,
479509,0,33,2019-08-09,0,
382502,1,25,2019-08-08,0,
233016,0,25,2019-08-09,0,
531274,0,10,2019-08-06,0,
240425,0,10,2019-08-08,0,
622411,1,10,2019-08-09,0,
250538,1,10,2019-08-09,0,
250538,1,10,2019-08-09,0,
788485,0,11,2019-08-07,0,
788485,0,11,2019-08-07,0,
228051,1,11,2019-08-07,0,
254971,0,11,2019-08-09,0,
639028,0,11,2019-08-07,0,
654292,1,11,2019-08-09,0,
707712,0,11,2019-08-09,0,
879936,1,11,2019-08-05,0,
537185,1,11,2019-08-06,0,
888121,1,11,2019-08-09,0,
201332,0,11,2019-08-08,0,
201332,0,11,2019-08-08,0,
723859,0,11,2019-08-09,0,
723859,0,11,2019-08-09,0,
750239,0,11,2019-08-07,0,
410130,1,11,2019-08-08,0,
220702,0,11,2019-08-09,0,
501806,1,11,2019-08-08,0,2019-11-11
507181,1,11,2019-08-08,0,
509627,1,11,2019-08-07,0,
773482,1,11,2019-08-07,0,
582570,1,11,2019-08-05,0,
474085,1,11,2019-08-04,0,
124333,1,12,2019-08-09,1,
520587,0,12,2019-08-09,0,
358425,0,12,2019-08-08,0,
875791,1,12,2019-08-09,1,
691612,1,12,2019-08-09,1,
257275,0,12,2019-08-09,0,2019-08-09
386228,0,12,2019-08-09,0,
346679,1,12,2019-08-01,1,
259298,1,12,2019-08-01,0,2019-08-27
620276,1,27,2019-08-08,0,
857083,0,27,2019-08-08,0,
119069,1,28,2019-08-07,0,
463102,1,28,2019-08-04,0,2020-02-01
420539,1,28,2019-08-03,0,
792581,1,2,2019-08-08,0,2019-12-28
604577,1,2,2019-08-08,1,
117065,1,2,2019-08-09,0,
117065,1,2,2019-08-09,0,
247045,1,13,2019-08-08,0,
242243,0,14,2019-08-09,0,
318617,0,14,2019-08-09,0,
198240,1,14,2019-08-09,0,
235657,0,14,2019-08-09,0,
608684,0,14,2019-08-09,0,
554710,0,1,2019-08-08,0,
395771,0,29,2019-08-08,0,
549352,0,29,2019-08-08,0,
262990,0,15,2019-08-07,0,
416526,1,15,2019-08-08,0,2019-08-26
325384,1,15,2019-08-08,0,
796393,1,15,2019-08-07,0,
204786,0,16,2019-08-08,0,
762786,1,16,2019-08-08,0,2020-01-25
285325,0,17,2019-08-10,0,
297884,0,17,2019-08-10,1,
170321,1,34,2019-08-09,0,
171338,0,4,2019-08-09,0,
666320,1,4,2019-08-10,0,
554982,0,4,2019-08-10,0,
516202,1,18,2019-08-10,0,
835646,0,18,2019-08-10,0,
757298,0,7,2019-08-10,0,
584923,1,30,2019-08-09,0,
477343,1,31,2019-08-08,0,2020-02-01
648404,0,31,2019-08-06,0,
866442,0,32,2019-08-10,1,
377397,0,22,2019-08-08,0,
763478,1,8,2019-08-10,0,
852957,1,8,2019-08-07,0,2019-10-17
599813,1,8,2019-08-07,0,
277233,1,23,2019-08-03,0,2020-01-01
670969,0,23,2019-08-08,0,
494400,1,23,2019-08-08,0,
281167,0,24,2019-08-10,0,
827451,0,24,2019-08-09,0,
226367,0,25,2019-08-09,0,
178814,1,26,2019-08-09,0,
178814,1,26,2019-08-09,0,
894578,0,26,2019-08-09,0,
371878,0,9,2019-08-10,0,
860214,0,9,2019-08-10,0,
896018,0,9,2019-08-10,0,
522978,1,9,2019-08-09,0,
635744,0,10,2019-08-10,0,
131335,1,11,2019-08-10,0,
313566,0,11,2019-08-09,0,
266634,0,11,2019-08-09,0,
288901,1,11,2019-08-06,0,
288901,1,11,2019-08-06,0,
496887,0,11,2019-08-10,0,
496887,0,11,2019-08-10,0,
496887,0,11,2019-08-10,0,
619317,1,11,2019-08-08,1,
836534,1,11,2019-08-06,0,
844647,0,11,2019-08-10,0,
419219,1,12,2019-08-09,0,
605674,1,12,2019-08-09,0,
650935,1,12,2019-08-09,1,
650935,1,12,2019-08-09,1,
624357,0,12,2019-08-09,0,
167031,1,27,2019-08-09,0,
500755,0,13,2019-08-09,0,
311201,0,14,2019-08-10,0,
663570,0,14,2019-08-10,0,
338298,1,14,2019-08-10,1,
691718,0,1,2019-08-09,0,
676034,1,1,2019-08-09,0,
473289,1,1,2019-08-09,0,2019-10-20
343232,0,1,2019-08-09,0,
880837,0,1,2019-08-09,0,
467893,0,1,2019-08-10,1,
688646,0,1,2019-08-09,0,
502069,0,15,2019-08-09,0,2019-12-20
114216,1,16,2019-08-10,0,2020-01-01
372666,1,3,2019-08-09,0,
447631,0,34,2019-08-10,1,
447631,0,34,2019-08-10,1,
683986,0,4,2019-08-11,0,
598375,0,4,2019-08-11,0,
531013,0,5,2019-08-10,0,
110078,0,5,2019-08-10,0,
792228,0,18,2019-08-11,0,
498532,0,6,2019-08-10,0,
113660,1,7,2019-08-10,0,
485884,1,7,2019-08-11,0,
351023,0,7,2019-08-10,0,
236684,1,30,2019-08-10,0,
393524,0,32,2019-08-10,0,
647581,1,8,2019-08-08,0,
308850,0,8,2019-08-11,0,
452004,0,8,2019-08-07,0,
324109,0,23,2019-08-10,0,
237779,0,23,2019-08-09,0,
612625,0,23,2019-08-09,0,
612537,1,24,2019-08-10,0,
199474,1,26,2019-08-09,0,
415685,1,9,2019-08-11,0,
583082,1,10,2019-08-10,0,
363010,1,11,2019-08-09,1,
501402,1,11,2019-08-09,0,
701879,0,11,2019-08-11,0,
489540,1,11,2019-08-10,0,
748739,1,11,2019-08-09,0,2020-02-01
567666,1,11,2019-08-10,0,
543343,0,11,2019-08-10,0,
218786,0,11,2019-08-09,0,
246573,0,11,2019-08-09,0,
547451,0,11,2019-08-10,0,
836934,1,11,2019-08-06,0,
877008,1,11,2019-08-08,0,
504763,0,12,2019-08-10,0,
886820,0,12,2019-08-11,1,2019-10-09
462729,1,12,2019-08-05,0,
816375,0,12,2019-08-09,0,
816467,0,12,2019-08-10,0,
338838,0,12,2019-08-11,0,
555294,1,12,2019-08-08,0,
768313,1,12,2019-08-10,0,
714244,1,27,2019-08-10,0,
869999,1,27,2019-08-11,1,
763303,0,2,2019-08-10,0,
664097,0,13,2019-08-11,0,
656144,1,14,2019-08-10,0,
620255,1,14,2019-08-08,0,2020-02-01
617787,0,14,2019-08-09,0,
484998,0,1,2019-08-10,0,2020-02-01
500481,0,29,2019-08-10,0,2019-11-30
157586,0,15,2019-08-11,0,
358603,0,16,2019-08-10,0,
122392,0,16,2019-08-11,0,
518234,1,16,2019-08-11,0,
842757,1,17,2019-08-10,0,
817305,1,17,2019-08-11,0,
474575,0,17,2019-08-12,0,
568293,1,17,2019-08-10,0,
592569,1,3,2019-08-10,0,
538507,1,3,2019-08-09,1,
